site,search term,brand,total results,rankings,on first page
walmart.com,dry hair shampoo,Dove,2189,"[3, 16, 30, 36, 79, 81, 94, 102, 109, 148, 151, 213, 293, 309, 329, 565, 632, 673, 706, 716, 734, 755, 854, 855, 898]",2/16
