site,search term,brand,total results,rankings,on first page
walmart.com,laundry detergent,Tide,836,"[1, 2, 5, 6, 8, 14, 18, 22, 24, 25, 26, 29, 33, 34, 35, 37, 50, 61, 65, 71, 73, 74, 76, 77, 81, 84, 87, 88, 89, 90, 92, 93, 97, 99, 102, 103, 104, 105, 106, 107, 112, 113, 114, 115, 116, 117, 119, 123, 125, 127, 129, 137, 140, 199, 206, 207, 308, 312, 316, 317, 318, 320, 321, 322, 345, 457, 458, 464, 467, 473, 477, 484, 490, 493, 501, 505, 523, 548, 571, 573, 575, 610, 612, 613, 615, 616, 617, 618, 619, 624, 626, 627, 635, 637, 638, 653, 687, 696, 703, 705, 706, 707, 714, 722, 724, 728, 729, 741, 744, 750, 763, 766, 771, 775, 781, 786, 790, 793, 794, 812, 823]",6/16
