site,search term,brand,total results,rankings,on first page
amazon.com,tide,Tide,86117,"[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 32, 34, 35, 37, 39, 42, 43, 45, 46, 48, 50, 52, 54, 56, 61, 64, 66, 67, 70, 74, 75, 78, 82, 88, 90, 92, 98, 101, 103, 105, 106, 107, 111, 113, 115, 117, 119, 121, 123, 125, 130, 132, 134, 138, 140, 141, 144, 150, 163, 164, 165, 167, 168, 169, 170, 171, 172, 174, 190, 195, 196, 200, 202, 212, 220, 221, 223, 225, 227, 228, 230, 232, 234, 236, 244, 250, 267, 268, 269, 279, 281, 284, 288, 290, 292]",13/15
