site,search term,brand,total results,rankings,on first page
amazon.com,laundry detergent,Tide,15406,"[2, 3, 8, 14, 16, 24, 28, 32, 34, 35, 39, 41, 49, 59, 102, 126, 142, 156, 165, 168, 182, 184, 190, 195, 200, 214, 215, 219, 252, 258, 263, 275]",5/16
